County,Year,Population,Index_Count,Index_Rate,Violent_Count,Violent_Rate,Property_Count,Property_Rate,Firearm_Count,Firearm_Rate
Westchester,1995,887306,31001,3493.8,3572,402.6,27429,3091.3,654,73.7
Westchester,1994,884719,31166,3522.7,3632,410.5,27534,3112.2,660,74.6
Westchester,1993,886086,32727,3693.4,3840,433.4,28887,3260.1,678,76.5
Westchester,1992,881073,34275,3890.1,3722,422.4,30553,3467.7,619,70.3
Westchester,1991,878128,37118,4226.9,3933,447.9,33185,3779.1,774,88.1
Westchester,1990,874866,38145,4360.1,3871,442.5,34274,3917.6,647,74.0
Wyoming,2015,40883,422,1032.2,58,141.9,364,890.3,5,12.2
Wyoming,2014,41454,379,914.3,36,86.8,343,827.4,3,7.2
Wyoming,2013,41875,510,1217.9,41,97.9,469,1120.0,6,14.3
Wyoming,2012,42170,552,1309.0,51,120.9,501,1188.0,2,4.7
Wyoming,2011,42344,528,1246.9,37,87.4,491,1159.6,2,4.7
Wyoming,2010,40743,476,1168.3,33,81.0,443,1087.3,6,14.7
Wyoming,2009,41453,500,1206.2,47,113.4,453,1092.8,8,19.3
Wyoming,2008,41742,547,1310.4,52,124.6,495,1185.9,9,21.6
Wyoming,2007,42384,641,1512.4,54,127.4,587,1385.0,2,4.7
Wyoming,2006,42807,753,1759.1,100,233.6,653,1525.5,6,14.0
Wyoming,2005,43048,704,1635.4,83,192.8,621,1442.6,1,2.3
Wyoming,2004,43015,682,1585.5,59,137.2,623,1448.3,3,7.0
Wyoming,2003,43238,1006,2326.7,80,185.0,926,2141.6,2,4.6
Wyoming,2002,43838,1145,2611.9,72,164.2,1073,2447.6,2,4.6
Wyoming,2001,43504,1185,2723.9,102,234.5,1083,2489.4,4,9.2
Wyoming,2000,46083,1124,2439.1,113,245.2,1011,2193.9,5,10.8
Wyoming,1999,44101,1023,2319.7,105,238.1,918,2081.6,3,6.8
Wyoming,1998,44690,1166,2609.1,108,241.7,1058,2367.4,3,6.7
Wyoming,1997,43969,1051,2390.3,114,259.3,937,2131.0,5,11.4
Wyoming,1996,44087,1108,2513.2,122,276.7,986,2236.5,6,13.6
Wyoming,1995,43971,1146,2606.3,138,313.8,1008,2292.4,3,6.8
Wyoming,1994,43629,1052,2411.2,171,391.9,881,2019.3,2,4.6
Wyoming,1993,43699,1151,2633.9,192,439.4,959,2194.6,4,9.2
Wyoming,1992,42804,1179,2754.4,189,441.5,990,2312.9,8,18.7
Wyoming,1991,42663,1220,2859.6,222,520.4,998,2339.3,3,7.0
Wyoming,1990,42507,1354,3185.4,212,498.7,1142,2686.6,5,11.8
Yates,2015,25121,299,1190.2,25,99.5,274,1090.7,1,4.0
Yates,2014,25146,321,1276.5,18,71.6,303,1205.0,3,11.9
Yates,2013,25375,413,1627.6,14,55.2,399,1572.4,0,0.0
Yates,2012,25591,428,1672.5,20,78.2,408,1594.3,2,7.8
Yates,2011,25462,410,1610.2,13,51.1,397,1559.2,0,0.0
Yates,2010,24182,474,1960.1,18,74.4,456,1885.7,1,4.1
Yates,2009,24634,350,1420.8,11,44.7,339,1376.1,0,0.0
Yates,2008,24542,284,1157.2,15,61.1,269,1096.1,1,4.1
Yates,2007,24679,337,1365.5,13,52.7,324,1312.9,0,0.0
Yates,2006,24822,373,1502.7,23,92.7,350,1410.0,1,4.0
Yates,2005,24704,302,1222.5,19,76.9,283,1145.6,0,0.0
Yates,2004,24768,326,1316.2,30,121.1,296,1195.1,2,8.1
Yates,2003,24565,360,1465.5,30,122.1,330,1343.4,0,0.0
Yates,2002,24856,389,1565.0,30,120.7,359,1444.3,1,4.0
Yates,2001,24666,348,1410.8,19,77.0,329,1333.8,0,0.0
Yates,2000,25608,348,1359.0,26,101.5,322,1257.4,1,3.9
Yates,1999,24230,441,1820.1,32,132.1,409,1688.0,0,0.0
Yates,1998,24188,429,1773.6,22,91.0,407,1682.7,1,4.1
Yates,1997,23866,487,2040.6,35,146.7,452,1893.9,0,0.0
Yates,1996,23930,497,2076.9,30,125.4,467,1951.5,1,4.2
Yates,1995,23867,551,2308.6,60,251.4,491,2057.2,2,8.4
Yates,1994,23302,608,2609.2,52,223.2,556,2386.1,2,8.6
Yates,1993,23339,553,2369.4,59,252.8,494,2116.6,2,8.6
Yates,1992,22970,548,2385.7,67,291.7,481,2094.0,2,8.7
Yates,1991,22894,678,2961.5,57,249.0,621,2712.5,1,4.4
Yates,1990,22810,507,2222.7,34,149.1,473,2073.7,2,8.8
